index,text,predicted,true
1417,obviously i didnt care for things to come aka the shape of things to come as much as most viewers that means that there is a good chance that youll enjoy it more than i did at any rate you might find it useful to hear the film described from another point of viewdirected by william cameron menzies who had as much experience as a production designer and even more as an art director this is a film adaptation by hg wells of his own novel by the same name in my eyes it helps demonstrate why a great novelist may not necessarily turn out to be a great screenwriterthe film opens in 1940 in a londonlike everytown war is brewing and the citizens of everytown are worried that it might reach them it does and it turns into a decadeslong affair that basically destroys civilization wells and menzies keep jumping forward in time to show us different scenes related to the war and its aftermath we see two pilots one downed coming to terms with the consequences of their fighting we meet a postapocalyptic community ruled over by a wouldbe warlord we meet a man from a burgeoning futuristic society we see the way that technology is changing and finally were taken to the full realization of that futuristic society circa 2036 where the leaders are debating the merits of sending man to the moonthat might all sound potentially very exciting but it just does not work as a film structurally the film is far too episodic with little to dramatically tie it together by the third segment i completely lost interest in trying to keep track of the characters i had barely been able to sort them out in the first couple segments theres a constant parade of new faces we dont get to learn anything about any of themit doesnt help that the individual segments with a couple exceptions tend to be awkwardly directed and edited they are also occasionally manipulativeit can almost begin to feel like a propaganda film but maybe contradictorily the segments are also a bit cold and dry emotionallyin fact one overlong section is more like a music videoindustrial promotional video if features shots of building the futuristic city with lots of large machinery lots of welding and so on at one point a guy who looks like an astronaut waves at the camera through some kind of futuristic glass the music for this section is somewhere between militaristic and an overblown horror score i cant say that things to come consists of engaging material in terms of dramabut the common cry in support of things to come is that it is a film about ideas that may be true but there are a couple problems with it if looked at that way one it still doesnt make it work as a film that is as a visual and aural dramatic artwork and two there are far too many ideas presented herethe principle idea is that of war and what it does to civilizations thats a fine thing to make a film about its also remarkably prescient of world war ii as the things to come was scripted and filmed in 1935 released in 1936 wells has some interesting things to say about war some of which go against the usual interpretation of the film for example the ending seems to suggest that another war is breaking out or will at any moment the overall message seems a trifle pessimistic wells seems to be showing that war is simply a part of human nature that cannot be excised although it doesnt preclude progressin fact maybe it fuels progress at least indirectlythat would certainly be enough for one film however there are many more ideas here the scene between the two pilots is one of the more poignant scenes of the film it deals with a complex dilemma one pilot has shot the other down but is now coming to assist him but the pilot who was shot down was carrying a poisonous gas that is now billowing across the field they cant both breathe the gas without harm a girl comes along they only have two functioning gasmasks between them the pilot who was shot down offers his mask as he says hes dying anyway what to do its not that this scene itself could be stretched out to feature length but the ideasthe bizarre complex of both helping and trying to hurt each other in the midst of a warare enough to build a film onanother example during the scenes featuring the wouldbe warlord in the postapocalyptic environment there is a nasty contagious disease called the wandering sickness going around it turns victims into something like drunken zombies the usual procedure is to shoot victims on site in an attempt to stave off the disease this material is dealt with as if it were an afterthought its a great idea and deserved its own filmsimilarly wells presents the future society as having controversial socialist ideas that was enough for its own film too its just impossible to effectively deal with so much stuff in 100 minutes especially when its supposed to be the crux of the film in lieu of dramatic attractionstill there are reasons to give things to come at least one viewing if youre at all a scifi buff this is a historically important film given menzies background the production and set designs are interesting even if the cinematography seems extremely dated its also interesting to see how wells was either prescient or retrospectively humorous in his predictions i particularly enjoyed the means of propulsion to the moon which was strongly reminiscent of george mlis 1902 a trip to the moon aka le voyage dans la lune just dont expect too much from things to come,1,0
1421,though frank loessers songs are some of the finest that broadway has to offer theyre bollixed by joseph l mankiewicz lethargic staging and uninspired presentationwhen its over it barely feels like youve watched a musical mankiewicz doesnt seem to know how to present loessers challenging but tuneful melodies for maximum effect for example one of the best numbers the showstopping adelaides lament concludes by having adelaide vivian blaine belt out the finale while sitting on a chaise lounge and stubby kayes fauxspiritual sit down youre rockin the boat has his backing choir sitting in folding chairs while he simply stands there mankiewicz zaps all the fun out of everything by letting static scenes go on too long and his dialogue adapted from abe burrows stage book has none of the wit that his films like all about eve have part of the blame has to go to the leads just about all of whom are miscast marlon brando looks bewildered as to why hes in a musical frank sinatra plays way too nice a guy and has none of the edge which makes him so essential the songs are not tailored to his style and jean simmons barely registers the way a shirley jones might only blaine as the lovelorn showgirl adelaide commands our attention like a broadway pro should the colorful art direction is by joseph wright and howard bristol created the flashy sets,1,0
1435,childs play made a new genre of horrorthe killer dollssome of this films has not got too much money for make it but i think that the only film that make shadow to chucky is thisok its a tipical product direct to video or direct to tv but pinocchio is not real and the killer is the little girlthe imagination of children are too big and this film play with itthe roles are good and candance mckenzie is great,1,0
1438,tim gary daniels wants desperately to break into serious television reporting when a job he begged for goes awry he is fired his beautiful but empty girlfriend elizabeth hurley says sayonara too coming home tim is startled to discover his house has an uninvited visitor christopher lloyd from the planet mars calling him uncle martin tim soon tries to help his new friend navigate life on earth but martin gets in trouble wherever he goes from the bathroom to the laundry room and more lovely lizzie daryl hannah finally sees an opportunity to make time with tim but the course of true love does not run smooth in this case either soon everyone in television is stalking tim hoping for a story about a true alien whats a man to do for those who loved the old television show of the same name with bill bixby and ray walston this film is not worthy to tie the proverbial boots its truly undeniably awful with no plot and a reliance on supposed special effects which fall flat too daniels is okay as the earthling but lloyd is simply terrible as the alien overacting up a storm the rest of the cast is adequate as are the costumes set and production details even if your children see the cover and beg for this film convince them to pick out another flick at the video store be assured kids and adults will find this movie a colossal bore so opt for a night at the museum or around the world in 80 days instead,1,0
1449,bloodsuckers has the potential to be a somewhat decent movie the concept of military types tracking down and battling vampires in space is one with some potential in the cheesier realm of things even the idea of the universe being full of various different breeds of vampire all with different attributes many of which the characters have yet to find out about is kind of cool as well as to how most of the life in the galaxy outside of earth is vampire im not sure how the makers meant for that to work given the nature of vampires who the hell they are meant to be feeding on if almost everyone is a vampire i dont know as it is the movie comes across a low budget mix of fireflyserenity and vampires movies with a dash of aliensthe action parts of the movie are pretty average and derivative particularly of serenity but passable they are reasonably well executed and there is enough gore for a vampire flick including some of the comical bloodspurting variety there is a lot of character stuff most of which is tedious coming from conflicts between characters who mostly seem like whiny immature arseholes primarily cowboy dude and asian woman there are a few character scenes that actually kind of work and the actors dont play it too badly but it mostly slows things down a nice try at fleshing the characters out but people dont watch a movie called bloodsuckers for character development and drama the acting is actually okay michael ironside hams it up and is as fun to watch as ever and at least of a couple of the women are hot the space sfx arent too bad for what is clearly a low budget work the story is again pretty average and derivative but as i said the world created has a little bit of potential the way things are set up bloodsuckers really does seem like the pilot for a tv series character dynamics introduced the world introduced but not explored etc the film does have a some highlights and head scratching moments the kind of stuff that actually makes these dodgy productions watchable the scene where our heroes interrogate a talking sock puppet chestburster type creature hilarious the sex scene wtf indeed the credit and michael ironside as muco the most annoying aspect of it all though is the really awful and usually inappropriate pop music they have playing very loud over half the scenes of the movie it is painful to listen to and only detracts from what is only average at bestbasically an okay watch is youre up for something cheesy even if it is just for the chestburster scene,1,0
1488,the first review i saw of this on imdb says that vince vaughn is a much better actor than anthony perkins was in this role makes me wonder if he saw the original its tough to review psycho if you dont have the perspective of how revolutionary the movie was in 1960 you have a heroine who isnt very likable and is killed not far into the movie and a villain who is creepy but makes you feel for him add to that some graphic violence and you have a blue print for some of the slasher films of the 80s and 90swhere does this film go wrong lets start with casting anne heche is fine as a vivian crane but as norman bates vince vaughn is all wrong for one thing he looks far too young secondly he has no idea how to play the roll his nervous laugh reminds me of ron howard trying to play a tough guy on happy days everything he does screams i did it the original movie even to those who know everything about it still makes you feel uneasy about the influence of mother on norman and turns her into a real separate character how about the shower scene when i finally saw the 1960 movie on a big screen i was surprised at its power to scare the heck out of me bernard herrmans score becomes incredibly shrill and loud and goes further toward scaring you than danny elfmans synth interpretations during the scene this shower scene merely serves to show us anne heches naked body and some nice color blood which brings us to the choice to film in color didnt workthere is something about remaking classic films that hardly ever seems to work some may see this as a noble experiment but honestly if gus van sant had nothing to add to this film he should have left it alone,1,0
1514,the tv guide calls this movie a mystery what is a mystery to me is how is it possible that a culture that can produce such intricate and complex classical music and brilliant mathematicians cannot produce a single film that would rise above the despicable trash level this film so perfectly represents this is bollywood at its bestworst i honestly cannot tell the difference nauseatingly sweet kitschy clichs on every level storyline situations dialog music and choreography to put it bluntly you must be a retard to enjoy it i watched it to satisfy my cultural curiosity but there were times when i had to walk away from it because i could not take it any more the only redeeming quality of the movie is the exquisite beauty of the leading actresses,1,0
1522,star rating saturday night friday night friday morning sunday night monday morning as a boy mark goddard c thomas howell sat powerless as his family including his hero cop father jeff fahey were brutally murdered by vicious criminals hed tried to bring down with an inner desire to punish wrongdoers festering in him as he grew up as a result of this mark employs tough means when bringing the suspects hes chasing down in and gets into a lot of trouble with his superiors because of this but then he learns of justice incorporated a secret group of men and women lead by a mysterious man ed lauter who serve to dish out punishment that fits the crime outside the lawbut then things get out of hand and getting out alive might be harder than he thoughtthe sweeper gets into problems from the offset because weve seen this exact same plot done before and better in films like the star chamber with michael douglas and magnum force with clint eastwood the title doesnt make any sense either but we also have to contend with the movies utter ludicrousness including a scene where a daughters headphone manages to drown out the sound of her family being slaughtered a finale involving a chase with a bad guy that starts on the freeway and ends on a wright brothers plane as well as some of the most ridiculous acting ever put on screen and a very clichd pretentious script but theres some cool action sequences here and there and the movies unintentional laughs factor certainly keeps it alive with a pulse,1,0
1525,only children below the age of 12 should be allowed to see this film the rest of us should take a book mp3 player or just take a nice nap to endure the experience of this event this can be best summed up as a blownup tv movie being distributed into theaters children will want to see this film and they will like and be amused by the movie,1,0
1530,i can imagine what happened for this film to come into being a bunch of studio guys are sitting around drinking ginandtonic maybe a joint and one of them comes up with the idea that it would be great if they could find a film that would bridge the generation gap which at that time was about as far apart as archie bunker and mick jagger something that both collegeage rebels and their parents would find equally interesting for different reasons perhaps but still a ticket is a ticket what interested hippies asia philosophy pacifism and wild sets and costumes what interested their parents musicals eye candy a feelgood script and nostalgia very well then lost horizon the old classic as a musical in color cant miss right it was a bomb lost horizon by james hilton is perhaps less than a classic but not a bad novel in broad terms he sketches out a utopian society in shangrila the valley of the blue moon near tibet inhabited by peacefully contented villagers who serve an abbey of very longlived monks intruding into paradise is a gilligans islandlike planeful of outsiders a veteran of wwi a missionary etc each with their own spin on the situation what plot there is concerns the reaction of each of them to being presented with a choice to live in paradise or try to return to the tumult of the twentieth century taken on its own terms its gentle poplit fluff presenting hiltons own conservative british views in oriental dress as exotic and as familiar as a fortune cookie as captive honored guests of the monks the castaways are forbidden to leave the valley but never pressed into work or prayer not that the monks do too much of that themselves treated royally and given simple yet luxurious accomodations whod want to escape in this middle american heavenonearth the monks are both cultured and wise the climate is warm the food is plentiful and tasty the villagers are picturesque nonentities and nothing ever changes the nuns are chaste but encouraged to look pretty and even flirt a bit the reason given is one of the most hilariously inaccurate explanations of tantric sex ive ever read even their religion is nonthreatening revealed as a bestofboth worlds blend of christianity and buddhism theres little to offend any but the staunchest fundamentalist or the oddballs out there who actually knew something about tibet which in the early thirties was a very small numberas a capra film focussing on the adventurecharacter interplay angles it was enchanting and perhaps steven spielburg could have made it fly if hed been around as an earlyseventies hollywood product the adventure was over too quickly and the updated roster of characters too bland to make much of an impression deprived of the sketchy suggestive qualities of classic bw the monastery resembles a de luxe beauty spa in white and pale blue and while at least some of the monks robes tried for historical accuracy most of the rest of the inmates looked as if on their way to a morning massage and fango bath with a couple of holes of golf in the afternoon maybe stephan sondheim could have restored some grit to the story playing up the very real conflict inside each characters reaction just five years afterwards brian eno would have captured the tranquil atmosphere to a t instead bert bacherach and hal david were given the job of writing the songs which marry muzaklike melodies with some of the clunkiest new agey lyrics ever penned quite naturally for the time every song calls for a dance number which range from the merely forgettable to the completely boring and so is the script which has not one line worth quotingtieins with this movie were legion there were everything from cookbooks to posters planned to promote this film and such was the hype that i actually went out and bought the sountrack album just about the only thing good i can say about it is that it made enough of an impression on me to write this review completely from memory nearly thirty years after the next month i read aldous huxley bought a copy of the bardo thadol and hence learned about real tibetan culture moan,1,0
1540,when they killed off john amoss character they killed the show he was the vital part of the info structure you had a story of an inner city familys struggling to make it the best way they knew how they were poor they were black and they were living proof that if you have jesus and your family that nothing is too hard sure james would lose jobs and jj would fail in school but the family always managed to find a way james was the strong male role model that earned the income and disciplined the children florida was the strong lady that would everyone including james when he needed a shoulder to cry on or hug to make it the kids had personalities and input which made them important as a family unit their neighbor willona was also a key element because she represented not only a friend but some dear enough to be family things were bright gritty funny and honest until they changed the course of the program james dies and jj took over the show flo was still mom thelma was blossoming into a lady and michael was still the militant midget but jj was the show we were expected to believe that the family with no father or prominent bread winner was going to be able to stay in the apartment i guess jamess paycheck didnt do much for the family they were only threatened with eviction because they said they were moving and not because no one in the house was working i know that jj flo thelma and even michael eventually got jobs but come on here be for real james worked so much that you could feel for him but the others werent realistic at all and thats a shamejj was the comic relief but i felt the show need substance its ok to be funny but they had a chance to show a real family and what it took to survive in the real world and they threw it all away on a few laughs michaels character almost disappeared while the rest of the cast slipped into the shadows of the jj evans show i mean really here was a guy that was failing in school he kept getting laid off and he painted for money in about two episodes james had always been there to encourage his talent but flo and the rest of the family didnt seem to carewhy did it take him so long to understand that painting was what he was meant to do he could have sold paintings on the street or worked for people that print billboards and cards he did but something went wrong with that why did he not make it and why did the others give up on their dreams ill tell you why it was because they didnt have a father in their life to care and to cheer them on and their mother stopped being their to support their dreams the show stopped teaching us about growing building and learning and started teaching us about gimmicks and catch phrases they should have kept james if any show needed a father it was that one,1,0
1542,the beginning of the film is promising when jeanne polletanna mouglalis hear the story of the incident that happen on the day she was born that raise the possibility that she is the daughter of a famous pianist andr polonski jacques dutrone she set to find out whether its true or not and giving the fact the she plays also the piano thats not such a remote idea jeanne meet andr and his wife mika mullerisabelle huppert and their son and on the way uncover the fact that there are some secrets in that family as much in her ownok we have seen this before and it has been done in a more interesting way than herethe character of mika muller is left with out us understanding her motives to her action and she is not interesting enough to care for her the piano scenes look fake and the whole piano subplot doesnt add anything to the characters insight but serve as to make the film longer than it should have been in the first placein short a very disappointing outing from chabrol who can do better than this,1,0
1576,its a while ago that i have seen sleuth 1972 with two great actors michael caine and laurence olivier michael caine is back but he is now the husband and jude law the lover of his wife the story is still the same and its a fantastic playduring the movie i always had the feeling to watch a play thats one of the reasons i dislike this remake of a classic when i watch a movie adapted a play i still must feel to see a movie and not just a play director kenneth brannigan did some marvelous movies in the past but this time he missed another reason was the look of the movie the design was modern stylish clean uncomfortable and cold i never got the feeling that somebody ever lived in that house the photography wasnt bad but the lightening was awful sometimes there was blue light dark green light to round it up not friendly for eyesthe acting was really good michael caines and jude laws perform at their best i really would like to see these 2 guys playing together on stage but i have to confess i never was a fan of jude law the weakest part was the mid part i remember that in the original that this part was still very mysterious and just marvelous directed i tried to watch it twice and always in the mid part i felt asleep the end part is better and more interesting sleuth 2007 isnt awful but it seems to be more a movie for critics than for the audience sleuth 1972 is still a masterpiece and much more entertaining than sleuth 2007,1,0
1601,ive seen this film several times in a variety of shortfilm festivals and it always causes me the impression that i have seen a movie trailer for a schoolfilm is very well produced and directed but the story well it needed something else to be a bigger and interesting film the character named tim watcher needed some indept approach this is something that lacks in some portuguese short films the script is always superficialbut still i liked this movieparabens congratulations,1,0
1605,first let me state that i have no idea who nora roberts is so the book may have been great but the movie isnti have spent my entire life living in the peidmont region of nc i have never heard southern accents as ridiculous as the ones in this movie i have lived in two small nc towns and charlotte and raleigh on occasion you will meet people with a strong southern accent but i have never encountered a town where everyone talks like a bad imitation of gone with the windin response to gorewon from the atheist community your comments reveal more about your warped psyche than it does about the movie if we were to stretch our imaginations and pretend that there is anything realistic in this movie which there isnt then the truth is that bad people such as torys father will always find some justification for their actions the author chose religion as a counter to torys supernatural abilities your supposition that the true character of the gospels directs a man to beat his daughter is about the most perverse and misinformed interpretation i have ever heard before you start spouting off about the gospels maybe you should read them firstback to the movie the dialog is flat unnatural and unbelievable most of the time in particular many of the things that kade said to tory are inappropriate and do not match the mood context or way they are saidthe exciting twist at the end of the movie is lame predictable and lacks any credibility some have also claimed that jacqueline bisset does a wonderful job in this movie but the truth is that the bitter mother character is also a stale predictable onedimensional character is that bissets fault i dont knowif you have a choice between watching this movie and a twenty year old rerun of the muppet show i recommend the muppet show,1,0
1620,three writers made a valiant attempt to adapt jane stanton hitchcocks novel for the tube yet this television movie has ultimately been injected with too much melodrama and just doesnt know when to quit struggling artist meg tilly suddenly finds herself employed by wealthy enigmatic ellen burstyn who desires a mural painted on the walls of her unused ballroom after learning about the last gathering held thereellens daughters comingout partytilly decides on her artistic theme never dreaming the daughter died mysteriously before the function even began nor that she and the deceased bore a striking resemblance to one another two superb actresses lend their services to an incredible yarn which doesnt bear close scrutiny one that fails to match either lady in emotional intensity burstyns role teeters on camp while tilly gets stuck doing the dreamyeyedwaif routine only one sequence late in the film the morning after the mural is finished is charged with honest feeling anger and betrayal the rest is piffle,1,0
1649,anthony perkins and sophia loren are absolutely gorgeous in this ca 1840 western that alone however doesnt help a ridiculous story with countless historically incorrect elementsbyrl ives is convincing as the 70something tyrannical patriarch an egomaniac who swears to see his 100th birthday his wild dancing at a party he gives for his neighbors will make anyone take notice this guy is sevety six always mumbling bible verses he demands respect while driving sons and friends away with his selfrighteous rantings and emotional crueltiesthe love affair between perkins and loren at first appears absurd but becomes believable near the end there is plenty of drama but not enough to feel good about clearly written for the stage this story was dated even when it was filmed perkins whistles my bonnie in the 1840s although the song wasnt composed until 1882critics knocking sophia lorens command of the english language are rather petty i found her english flawless and completely audible as a neapolitan loren speaks a distinct dialect that often had to be dubbed into proper italian her accent however hardly affects how she speaks english as a first generation german american i can appreciate the efforts of those who learn english as a second or even third or fourth languagedesire under the elms is a drama or even a tragedy in the classic sense for my enjoyment is was missing a logical story and an overall pay off for the time invested fans of the stars wont want to miss it others however tune in at your own risk,1,0
1674,if youve ever been harassed on the underground by a christian who says jesus is the answer whats the question then perhaps you should thank god if youve never met a lacanian slavoj zizek the most evangelical of lacanians would surely exchange the word jesus in that statement for lacanhegelzizeks star burns brightly at the moment no doubt because we generally view films and pop culture purely as entertainment for our consumption so it seems impressive when someone anyone comes along and says hang on films may say something about ourselvesthe ideas zizek expounds in this film are true purely because he says so for example zizek explains that three marx bros are the ego superego and id god knows what happened to zeppo or gummo perhaps theyre the sinthomeor is that movies themselves this is simply what they are in zizeks output culture is not there to be investigated but merely to be held as an example of his ideology people may object that he certainly has something to say but how different is what he says from the christian attributing everything to gods willwhats wrong with taking examples from films or anywhere to illustrate theory well nothing at all as zizek seems to believe they may even serve as a proof however it is merely cant and propaganda when these examples are isolated from their context without context you can say and prove anything you want for zizek lacan is the answer so he goes and makes an example of it everything but everything resembles the teachings of the master and culture is there to bear this out to serve this ideology for instance zizeks exemplar of the fantasy position of the voyeur is taken from a scene in vertigo when jimmy stewart spies on kim novak in a flower shop but in the context of the film this is not a voyeurs fantasy position at all stewart has been deliberately led there by novak this presentation of examples isolated from their context continues throughout zizeks two hour and a half cinematic sermonhis analysis of the baby wants to f scene in blue velvet is laughable touching lightly on what he appears to consider to be the horrific to the masculine truth of feminine jouissance zizek says that isabella rossilinis character not only demands her degradation but is unconsciously in charge of the situation this is an example of her jouissance well possibly but sorry to be prosaic where is the evidence for this in the film she partially undergoes her humiliations because hopper has kidnapped her son zizek may object that she also evidently enjoys rough sex with kyle maclachalan but this may be due to any number of things isnt that the point of socalled feminine jouissance according to lacan feminine jouissance unlike phallic jouissance cannot be articulated it is beyond the phallic capture and castration of language if this is right then no example can be made of it it also means that the entire concept is nonsensical and entirely mystical it can only be designated by dogmatists such as zizek theres feminine jouissance for you why is this feminine jouissance because i say so what example can really be garnered from these films only zizeks psychology why does he keep inserting himself into his favourite films even to the point that when in a boat on botega bay he says he wants to f rod steiger too is this not the wishfulfilment of someone who spends his life critiquing films as the saying goes freud would have a field day with the perverts guide to the cinema but with zizek himself nobody elsezizeks theory that films show us how we desire may be right on the face of it but these films cannot be strict universal examples of psychoanalytical laws this film illustrates how zizek desires and only extremely vaguely as to be almost useless how the rest of us desire for as any psychoanalyst knows how we desire and what we desire cannot be fully separated and cannot be easily universalised if at all zizeks love of making everything an example of lacans answer bears this out how do we desire like this this is how i do it problem is in zizeks desire everything and everyone else is rationalised into his desire but zizek is a leninist and they certainly dont like letting the subject speak for itselfthe perverts guide to the cinema is a summation zizeks love of dogma and is entirely unphilosophical even if it remains very political what dogma isnt zizek has never questioned exactly what his motives might be when embarking on an analysis what he is trying to discover because the terms of his exploration and therefore his ethics in doing so are never put into questionzizek is extremely prolific but all his books and this film say the same thing hes a kind of henry ford of cultural theory massproduction and any colour as long as its black he is perfect for todays highly consumerist society supposedly critical while giving people the same cap over and over and pretending that it is something different this is popular because people largely prefer readymade answers to their problems which capitalism always claims to provide rather than investigating things with any serious consideration at all which is kind of like being brain dead for me zizeks third matrix pill is a suicide capsuleps i loved zizeks solemn remark presented as a revelation about cinema and humanity that music in films can greatly affect peoples sympathies did this only occur to zizek after he watched jaws,1,0
1677,when jim wynorski first announced he would be doing a new sequel for my favorite series of all time the slumber party massacre series i was ecstatic i had been waiting for a new installment for literally years so production began and very small bits and pieces on the shoot and the actors involved were released until the shoot wrapped then the announcement of a title change no longer would this new sequel be titled slumber party massacre iv but cheerleader massacre instead i was a bit disappointed but having a different title would be a very small price to pay for a film i had waited so long to happen i was still extremely intrigued and on the edge of my seat to see itmaybe a month ago some very advanced copies of the film were released to some extremely lucky viewers who got to see the film months before its release date a few reviews leaked on the net and judging by them i began to become apprehensive on jim wynorskis cheerleader massacretonight i got to see the film for the first time in full length and i am still scratching my head as i read in another review cheerleader massacre is definitely not a new installment in the slumber party massacre series but a slasher flick all on its own and a bad one at thatbefore i get into the specifics of the film let me first state what an enormous fan of jim wynorskis films i am i always thought him to be a true camp genius with a winner almost every time yes his movies are made on shoestring budgets and dont contain the most topnotch acting around but theyre fun nonetheless they are what they are campy movies you watch when you want to have a good time from sorority house massacre ii to hard to die to chopping mall jim has produced the goods on more than one occasion one of the reasons why i was excited that this film would be his latest projectcheerleader massacre does not in my opinion reflect any of the films i had seen this directorwriter create in the past firstly the production was extremely inexpensive and the film was actually shot on videotape something i had never seen jim do before the actors were mediocre to say the least and the story is almost laughable the killer is also extremely stupid and reminds you more of your cuddly old grandpa rather than an escaped lunaticof course the film is littered with female nudity this is a jim wynorski movie were talking about folks but some of the boobshots seen here almost seem like they were done for time there is an extremely long shower scene containing the cheerleading coach that seems to go on forever and it greatly reflects a shower scene in jims sorority house massacre ii the girl even bathes herself almost in the exact same waycheerleader massacre is also extremely cliched to say the least the opening scene is literally something weve all seen in hundreds of past slasher flicks a guy and a girl making out on the verge of consummating their relationship whenyou guessed it theyre hacked to piecesbrinke stevens who ive never really considered to be a tremendous actress in the first place also gives one of her stiffest and forced performances in her small cameo were talkin possible cue cards here she recalls some incidents her character endured by the killer seen here twenty years ago to the police while footage of the original slumber party massacre plays why was footage from the original film used if it was definitely not a new spm i have no idea there is also two explosions seen in this movie that i am almost certain were recycled from other filmsnot only does this film recycle footage from past films but it also recycles the scores from other films as well some of the music used in humanoids from the deep which was also recycled prior for the coroner can be heard throughout the entire film there are at least two more as well that i cannot identify but am certain have been used beforeafter sitting through this films horrendous acting ridiculous story nonexistent gorespecial effects and camcorderlike quality i am having some serious concerns toward mister wynorskis career has the man who delighted audiences with films in the past finally lost his niche only time will tell oh and lets not forget his newest film a new installment in the sorority house massacre films now titled final exam i think im seeing a pattern here,1,0
1697,opulent sets and sumptuous costumes well photographed by theodor sparkuhl and a good not great performance by jannings as henry cannot overcome poor writing and static camerawork henny porten chews the scenery as anneits all very beautiful but its all surface and no depth the melodramatic tale of a woman wronged made it a hit in america where the expressionistic the cabinet of dr caligari flopped in the same year 1920 proving that what is popular is not what endures lubitsch would be remembered for his lively comedies not sterile spectacles like this,1,0
1710,story of an exnavy seal who is now a combat medical officer assigned to a state of the art russian sub with a nurse this is to answer a call for help set off by a dying member of the original crew the sub has been overtaken by terrorists who are bent on destruction so we see the duo try and gain control back and this happens with the fear of the us naval forces is about to unleashing everything it has got on the terrorist sub to prevent it from launching its arsenal be careful of the early explicit sexual scene in the first quarter of the movie a couple of unexplained scenes towards the end watch it when you have the time nothing to miss out even if you let the show run while you go get yourself a cup of coffee slow moving,1,0
1716,this film had such promise what a great idea an underdog paintball team struggling for recognition and personal glory only to lose its speed due to bad dialoge poor editing and a halfwritten story the characters in the beginning were interesting only to lose steam half way through to become one dimensional people sputtering out tired onelinersmaybe if they spent some more time on the story and dialoge it would have been a great movie instead of a almost afterthought effort,1,0
1740,i a huge fan of when it comes to doctor who series and still am but i was very disappointed when i began to watch this new serieschildren under the age of 15 or even better under the age of 10 will probably will enjoy it the best and possibly new fans who havent seen any of the original series but as far as fans of the original series will find this series missing much of the charm the made the original series so great it took david tennant to get me to appreciate how much better christoper eccellestion was as a doctor in the 1st seasoni would only recommend this series for people who havent seen much of the original series people who are under 15 and extremely die hard who fans everyone else will just get a laugh and mumble curse words about russel t davies screwed up one of our favorite tv shows,1,0
1744,this movie was strange i watched it while ingesting a quarter of psilcybe cubensis mushrooms it was really weird im pretty sure you are supposed to watch it high but mushrooms werent enough i couldnt stop laughing maybe lsd would work the movie is a bunch of things morphing into other things and dancing its really cheesy for todays standards but when it was released im sure it was well one of a kind i could see how some people would think this movie was good but i didnt think it was very interesting and i was on mushrooms at the time if your having a party or something and everybodys pretty lit pop it on youll get a few laughs,1,0
1759,1st watched 12262008 direugene levy corny comedy murder mystery with very few laughs the movie appears to be based on an earlier italian movie according to the credits but was rewritten by two fairly popular american romantic comedy writers but this one by charles shyer nancy meyers does not cut it compared to their other efforts the story is about a couple of downandout traveling americans played by richard lewis and sean young who stumble upon a lost dog and hope to make a fortune in reward money after seeing an ad in the paper for the dachsunds return upon trying to return it they see a hand sticking out of a garage door at the ladys residence that they believe is attached to the rest of the dead body of the woman who is supposed to give them the money they freak out and instead of contacting the police and telling them the truth they make out like runaways from the scene expecting to be framed for the murder the other characters in the film are met on a train prior to this and hang around a monte carlo gambling resort doing various things to be pulled into the story the other cast members include character actors john candy james belushi cybill shepherd george hamilton and others after the police find out about the death they start questioning the main characters and of course they have to work thru their goofy lies to figure out what really happened none of the character actors mentioned earlier can bring this movie out of its mediocre state despite some funny moments mostly provided by the belushishepherd couple this isnt a horrible movie it just isnt that good there are plenty of average movies out there and this is just another one for the pile try it maybe youll like it probably you wont,1,0
1767,i have heard that novo was compared to memento for the simple fact they both rely on main characters suffering from shortterm memory loss well thats like comparing the silence of the lambs and friday the 13th as both involved a character that killed multiple people they couldnt be further apart in ideasnovo deals with a copier man at a company who does have short term memory loss he is consistently followed by another gentleman and his boss likes to have sex with him in the office in comes a temp who also gets involved with him and maymay not use him for sex needless to say he has a lot of onscreen sexwait theres more theres a boy who runs into the troubled amnesia male and its obvious theres more to this boy just bumping into him and theres a notebook the man keeps to try and remember important cluesi admit i am not one for foreignmade films i dont mind reading the subtitles but i do mind that sometimes that takes away from one of my favorite aspects of a film great dialogue since they have to translate or i wouldnt be able to understand for the most part i truly believe they simplify what the characters have to say this movie was no exception the dialogue was just well blahas for the story it was interesting enough to keep me around for 98 minutes weird yes but then again i dont live in france so i am not as familiar with their likesdislike or lifestyles such as i guess its acceptable for a father to lie with and frolic in the buff with his son on the beach that must be a cultural thing thankfully it wasnt two hours of time invested in watching this man regain his past and progressively move forward to his cure for when the secret is learned i was like really well okay theni can only recommend for somewhat decent acting good looking folks and softporn sexual situations like every 24 minutes however if youre not into that sort of scene i would wholeheartedly skip this slow moving and memoryregaining film,1,0
